,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test
RandomForest,31.555938997840897,49.056476563248566,43.16458210077727,64.50506395904505,0.8156675963055637,0.5841573651879011
XGBoost,38.10011079562997,50.334799738047934,49.87954555400038,66.01486171728011,0.7538546810024154,0.5644632267004481
XGBoost_Scaled,38.10011079562997,50.334799738047934,49.87954555400038,66.01486171728011,0.7538546810024154,0.5644632267004481
